SeqId	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	Organism	Units
5082-51_3	SL004849	X-linked interleukin-1 receptor accessory protein-like 2	IL-1 sR9	Q9NP60	26280	IL1RAPL2	Human	RFU
5084-154_3	SL005174	Interleukin-17 receptor B	IL-17B R	Q9NRM6	55540	IL17RB	Human	RFU
5085-18_3	SL005181	Interleukin-20 receptor subunit alpha	IL-20 Ra	Q9UHF4	53832	IL20RA	Human	RFU
5087-5_3	SL005183	Interleukin-22 receptor subunit alpha-2	IL-22BP	Q969J5	116379	IL22RA2	Human	RFU
5088-175_3	SL005185	Interleukin-23 receptor	IL-23 R	Q5VWK5	149233	IL23R	Human	RFU
5089-11_3	SL005189	Interleukin-7 receptor subunit alpha	IL-7 Ra	P16871	3575	IL7R	Human	RFU
5090-49_2	SL005190	Leukocyte immunoglobulin-like receptor subfamily B member 1	ILT-2	Q8NHL6	10859	LILRB1	Human	RFU
5091-28_3	SL005191	Leukocyte immunoglobulin-like receptor subfamily B member 2	ILT-4	Q8N423	10288	LILRB2	Human	RFU
5092-51_3	SL007328	Protein jagged-1	JAG1	P78504	182	JAG1	Human	RFU
5093-47_3	SL007774	Protein jagged-2	JAG2	Q9Y219	3714	JAG2	Human	RFU
5094-62_3	SL009202	Junctional adhesion molecule-like	JAML1	Q86YT9	120425	AMICA1	Human	RFU
5095-21_3	SL012698	Killer cell immunoglobulin-like receptor 2DL4	KI2L4	Q99706	3805	KIR2DL4	Human	RFU
5096-51_3	SL014269	Killer cell immunoglobulin-like receptor 3DL2	KI3L2	P43630	3812	KIR3DL2	Human	RFU
5097-14_3	SL014289	Killer cell immunoglobulin-like receptor 3DS1	KI3S1	Q14943	3813	KIR3DS1	Human	RFU
5098-79_3	SL014209	Killer cell lectin-like receptor subfamily F member 1	KLRF1	Q9NZS2	51348	KLRF1	Human	RFU
5099-14_3	SL005195	Lymphocyte activation gene 3 protein	LAG-3	P18627	3902	LAG3	Human	RFU
5100-53_3	SL005197	Lysosome membrane protein 2	LIMP II	Q14108	950	SCARB2	Human	RFU
5102-55_3	SL005200	MHC class I polypeptide-related sequence B	MICB	Q29980	4277	MICB	Human	RFU
5103-30_3	SL014288	Cell surface glycoprotein CD200 receptor 1	MO2R1	Q8TD46	131450	CD200R1	Human	RFU
5104-57_3	SL005207	Natural cytotoxicity triggering receptor 1	NKp46	O76036	9437	NCR1	Human	RFU
5105-2_3	SL005208	Reticulon-4 receptor	Nogo Receptor	Q9BZR6	65078	RTN4R	Human	RFU
5106-52_3	SL007356	Neurogenic locus notch homolog protein 2	NOTC2	Q04721	4853	NOTCH2	Human	RFU
5107-7_2	SL005703	Neurogenic locus notch homolog protein 1	Notch 1	P46531	4851	NOTCH1	Human	RFU
5108-72_3	SL005209	Neurogenic locus notch homolog protein 3	Notch-3	Q9UM47	4854	NOTCH3	Human	RFU
5109-24_3	SL005210	Neuronal cell adhesion molecule	Nr-CAM	Q92823	4897	NRCAM	Human	RFU
5110-84_3	SL009054	Neurexin-1-beta	NRX1B	P58400	9378	NRXN1	Human	RFU
5111-15_3	SL008728	Neurexin-3-beta	NRX3B	Q9HDB5	9369	NRXN3	Human	RFU
5112-73_3	SL014268	OX-2 membrane glycoprotein	OX2G	P41217	4345	CD200	Human	RFU
5114-65_3	SL005212	Prolactin receptor	Prolactin Receptor	P16471	5618	PRLR	Human	RFU
5115-31_3	SL005213	Tumor necrosis factor receptor superfamily member 19L	RELT	Q969Z4	84957	RELT	Human	RFU
5116-62_2	SL007680	Roundabout homolog 2	ROBO2	Q9HCK4	6092	ROBO2	Human	RFU
5117-14_3	SL014148	Roundabout homolog 3	ROBO3	Q96MS0	64221	ROBO3	Human	RFU
5121-3_2	SL014248	Semaphorin-6B	SEM6B	Q9H3T3	10501	SEMA6B	Human	RFU
5122-92_2	SL005214	Semaphorin-6A	Semaphorin-6A	Q9H2E6	57556	SEMA6A	Human	RFU
5124-69_3	SL005169	Intercellular adhesion molecule 5	sICAM-5	Q9UMF0	7087	ICAM5	Human	RFU
5125-6_3	SL014292	Sialic acid-binding Ig-like lectin 14	SIG14	Q08ET2	100049587	SIGLEC14	Human	RFU
5128-53_3	SL014228	SLAM family member 6	SLAF6	Q96DU3	114836	SLAMF6	Human	RFU
5129-12_3	SL005221	Scavenger receptor class F member 1	SREC-I	Q14162	8578	SCARF1	Human	RFU
5130-67_3	SL005222	Scavenger receptor class F member 2	SREC-II	Q96GP6	91179	SCARF2	Human	RFU
5131-15_3	SL004863	Tumor necrosis factor receptor superfamily member 19	TAJ	Q9NS68	55504	TNFRSF19	Human	RFU
5132-71_3	SL005223	Interleukin-27 receptor subunit alpha	TCCR	Q6UWB1	9466	IL27RA	Human	RFU
5133-17_3	SL002078	TGF-beta receptor type-2	TGF-b R II	P37173	7048	TGFBR2	Human	RFU
5134-52_2	SL007547	Hepatitis A virus cellular receptor 2	TIMD3	Q8TDQ0	84868	HAVCR2	Human	RFU
5138-50_3	SL004366	Tumor necrosis factor receptor superfamily member 12A	TWEAKR	Q9NP84	51330	TNFRSF12A	Human	RFU
5139-32_3	SL005230	Netrin receptor UNC5C	UNC5H3	O95185	8633	UNC5C	Human	RFU
5140-56_3	SL005231	Netrin receptor UNC5D	UNC5H4	Q6UXZ4	137970	UNC5D	Human	RFU
5178-5_3	SL011406	High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A	PDE7A	Q13946	5150	PDE7A	Human	RFU
5183-53_3	SL016548	AMP Kinase (alpha1beta1gamma1)	AMPK a1b1g1	Q13131 Q9Y478 P54619	5562 5564 5571	PRKAA1 PRKAB1  PRKAG1	Human	RFU
5193-51_3	SL002542	GTPase KRas	K-ras	P01116	3845	KRAS	Human	RFU
5196-7_3	SL006476	Glycylpeptide N-tetradecanoyltransferase 1	NMT1	P30419	4836	NMT1	Human	RFU
5201-50_4	SL016554	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	PDE9A	O76083	5152	PDE9A	Human	RFU
5202-4_3	SL007373	Peptidyl-prolyl cis-trans isomerase D	PPID	Q08752	5481	PPID	Human	RFU
5204-13_3	SL005308	Proteasome activator complex subunit 3	PSME3	P61289	10197	PSME3	Human	RFU
5223-59_3	SL015728	Glucokinase regulatory protein	GCKR	Q14397	2646	GCKR	Human	RFU
5225-50_3	SL016550	Casein kinase II 2-alpha:2-beta heterotetramer	CK2-A1:B	P68400 P67870	1457 1460	CSNK2A1 CSNK2B	Human	RFU
5226-36_3	SL016551	Casein kinase II 2-alpha':2-beta heterotetramer	CK2-A2:B	P19784 P67870	1459 1460	CSNK2A2 CSNK2B	Human	RFU
5227-60_3	SL006921	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial	PDK1	Q15118	5163	PDK1	Human	RFU
5228-25_2	SL006189	Kinesin-like protein KIF23	KIF23	Q02241	9493	KIF23	Human	RFU
5229-90_3	SL014735	Inosine-5'-monophosphate dehydrogenase 1	IMDH1	P20839	3614	IMPDH1	Human	RFU
5230-99_3	SL016557	3-hydroxy-3-methylglutaryl-coenzyme A reductase	HMGR	P04035	3156	HMGCR	Human	RFU
5231-79_3	SL012707	Proprotein convertase subtilisin/kexin type 9	PCSK9	Q8NBP7	255738	PCSK9	Human	RFU
5236-2_3	SL007145	Nuclear receptor subfamily 1 group D member 1	NR1D1	P20393	9572	NR1D1	Human	RFU
5238-26_3	SL013928	Peptidyl-prolyl cis-trans isomerase E	PPIE	Q9UNP9	10450	PPIE	Human	RFU
5242-37_3	SL007237	Dual specificity mitogen-activated protein kinase kinase 4	MP2K4	P45985	6416	MAP2K4	Human	RFU
5244-12_3	SL004716	Mitogen-activated protein kinase 9	JNK2	P45984	5601	MAPK9	Human	RFU
5245-40_5	SL016549	AMP Kinase (alpha2beta2gamma1)	AMPK a2b2g1	P54646 O43741 P54619	5563 5565 5571	PRKAA2 PRKAB2 PRKAG1	Human	RFU
5246-64_3	SL005730	cGMP-dependent 3',5'-cyclic phosphodiesterase	cGMP-stimulated PDE	O00408	5138	PDE2A	Human	RFU
5248-68_2	SL005793	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	Cyclophilin F	P30405	10105	PPIF	Human	RFU
5249-31_3	SL016566	Serine/threonine-protein kinase 17B	DRAK2	O94768	9262	STK17B	Human	RFU
5250-53_3	SL010928	Inosine-5'-monophosphate dehydrogenase 2	IMDH2	P12268	3615	IMPDH2	Human	RFU
5252-33_3	SL016555	Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A	PDE11	Q9HCR9	50940	PDE11A	Human	RFU
5253-1_2	SL011400	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A	PDE1A	P54750	5136	PDE1A	Human	RFU
5254-69_3	SL016553	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	PDE3A	Q14432	5139	PDE3A	Human	RFU
5255-22_3	SL011404	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	PDE4D	Q08499	5144	PDE4D	Human	RFU
5256-86_3	SL011405	cGMP-specific 3',5'-cyclic phosphodiesterase	PDE5A	O76074	8654	PDE5A	Human	RFU
5259-2_3	SL016567	Mitogen-activated protein kinase kinase kinase 7:TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 fusion	TAK1-TAB1	O43318 Q15750	6885 10454	MAP3K7 TAB1	Human	RFU
5260-80_3	SL007181	Non-receptor tyrosine-protein kinase TYK2	TYK2	P29597	7297	TYK2	Human	RFU
5261-13_3	SL010488	Abelson tyrosine-protein kinase 2	ABL2	P42684	27	ABL2	Human	RFU
5262-57_3	SL014470	Breast cancer anti-estrogen resistance protein 3	BCAR3	O75815	8412	BCAR3	Human	RFU
5264-65_3	SL003520	Calreticulin	calreticulin	P27797	811	CALR	Human	RFU
5265-12_3	SL005725	GRB2-related adapter protein 2	GRB2-related adapter protein 2	O75791	9402	GRAP2	Human	RFU
5268-49_3	SL003331	Matrix metalloproteinase-16	MMP-16	P51512	4325	MMP16	Human	RFU
5271-5_2	SL007310	Ras-related C3 botulinum toxin substrate 3	RAC3	P60763	5881	RAC3	Human	RFU
5272-55_2	SL014469	SHC-transforming protein 1	SHC1	P29353	6464	SHC1	Human	RFU
5275-28_2	SL014488	Proto-oncogene vav	VAV	P15498	7409	VAV1	Human	RFU
5280-68_5	SL016563	Mitochondrial glutamate carrier 2	GHC2	Q9H1K4	83733	SLC25A18	Human	RFU
5301-7_3	SL000406	Eotaxin	Eotaxin	P51671	6356	CCL11	Human	RFU
5307-12_3	SL004400	Coagulation factor IXab	Coagulation Factor IXab	P00740	2158	F9	Human	RFU
5308-89_2	SL000401	Neutrophil elastase	Elastase	P08246	1991	ELANE	Human	RFU
5312-49_3	SL000277	Apolipoprotein E (isoform E2)	Apo E2	P02649	348	APOE	Human	RFU
5315-22_3	SL000052	Troponin T, cardiac muscle	Troponin T	P45379	7139	TNNT2	Human	RFU
5316-54_3	SL000558	Prothrombin	Prothrombin	P00734	2147	F2	Human	RFU
5328-33_37	SL016828	Epidermal growth factor receptor variant III	EGFRvIII	P00533		EGFR	Human	RFU
5335-73_3	SL003647	Annexin A6	annexin VI	P08133	309	ANXA6	Human	RFU
5337-64_3	SL004131	T-lymphocyte activation antigen CD86	B7-2	P42081	942	CD86	Human	RFU
5339-49_3	SL004477	Protein S100-A9	calgranulin B	P06702	6280	S100A9	Human	RFU
5340-24_3	SL003717	Caspase-10	Caspase-10	Q92851	843	CASP10	Human	RFU
5343-74_3	SL008703	Carboxypeptidase E	CBPE	P16870	1363	CPE	Human	RFU
5345-51_3	SL006675	Cytoskeleton-associated protein 2	CKAP2	Q8WWK9	26586	CKAP2	Human	RFU
5346-24_3	SL011808	Copine-1	CPNE1	Q99829	8904	CPNE1	Human	RFU
5347-59_3	SL000130	G2/mitotic-specific cyclin-B1	Cyclin B1	P14635	891	CCNB1	Human	RFU
5349-69_3	SL006970	Delta-like protein 1	DLL1	O00548	28514	DLL1	Human	RFU
5350-14_2	SL012881	Glypican-6	GPC6	Q9Y625	10082	GPC6	Human	RFU
5351-52_3	SL004891	Heterogeneous nuclear ribonucleoproteins A2/B1	hnRNP A2/B1	P22626	3181	HNRNPA2B1	Human	RFU
5352-11_3	SL004145	Tumor necrosis factor receptor superfamily member 14	HVEM	Q92956	8764	TNFRSF14	Human	RFU
5353-89_2	SL001990	Interleukin-1 receptor antagonist protein	IL-1Ra	P18510	3557	IL1RN	Human	RFU
5354-11_3	SL000655	Keratin, type I cytoskeletal 18	Keratin 18	P05783	3875	KRT18	Human	RFU
5355-69_3	SL004648	Tumor necrosis factor ligand superfamily member 14	LIGHT	O43557	8740	TNFSF14	Human	RFU
5356-2_3	SL003080	Macrophage migration inhibitory factor	MIF	P14174	4282	MIF	Human	RFU
5357-60_3	SL014113	Neuroligin-4, X-linked	NLGNX	Q8N0W4	57502	NLGN4X	Human	RFU
5358-3_3	SL008574	Osteomodulin	OMD	Q99983	4958	OMD	Human	RFU
5359-65_3	SL002702	Serine/threonine-protein kinase pim-1	PIM1	P11309	5292	PIM1	Human	RFU
5360-9_2	SL003722	RAC-beta serine/threonine-protein kinase	PKB beta	P31751	208	AKT2	Human	RFU
5363-51_3	SL010470	Semaphorin-3E	Semaphorin 3E	O15041	9723	SEMA3E	Human	RFU
5364-7_3	SL007336	Protein SET	SET	Q01105	6418	SET	Human	RFU
5383-14_3	SL004671	Tumor necrosis factor receptor superfamily member 13C	BAFF Receptor	Q96RJ3	115650	TNFRSF13C	Human	RFU
5384-67_3	SL016130	Transcription factor IIIB 90 kDa subunit	BRF-1	Q92994	2972	BRF1	Human	RFU
5392-73_2	SL002731	Tumor necrosis factor receptor superfamily member 6	Fas, soluble	P25445	355	FAS	Human	RFU
5400-52_3	SL003184	Leptin receptor	sLeptin R	P48357	3953	LEPR	Human	RFU
5404-53_3	SL004871	Tumor necrosis factor receptor superfamily member 21	DR6	O75509	27242	TNFRSF21	Human	RFU
5410-53_3	SL007295	Cadherin-15	CAD15	P55291	1013	CDH15	Human	RFU
5412-53_3	SL004134	CD27 antigen	CD27	P26842	939	CD27	Human	RFU
5424-55_3	SL003690	Tumor necrosis factor receptor superfamily member 11A	RANK	Q9Y6Q6	8792	TNFRSF11A	Human	RFU
5430-66_3	SL008967	Tyrosine-protein phosphatase non-receptor type substrate 1	SHPS1	P78324	140885	SIRPA	Human	RFU
5437-63_3	SL001774	Fatty acid-binding protein, heart	FABP	P05413	2170	FABP3	Human	RFU
5440-26_3	SL004594	Troponin I, fast skeletal muscle	Troponin I, skeletal, fast twitch	P48788	7136	TNNI2	Human	RFU
5441-67_3	SL001761	Troponin I, cardiac muscle	Troponin I	P19429	7137	TNNI3	Human	RFU
5443-62_2	SL002505	Atrial natriuretic factor	ANP	P01160	4878	NPPA	Human	RFU
5451-1_3	SL003166	CD166 antigen	ALCAM	Q13740	214	ALCAM	Human	RFU
5452-71_3	SL008835	Asialoglycoprotein receptor 1	ASGR1	P07306	432	ASGR1	Human	RFU
5456-59_2	SL006694	Beta-Ala-His dipeptidase	CNDP1	Q96KN2	84735	CNDP1	Human	RFU
5457-5_2	SL007471	Collectin-12	COLEC12	Q5KU26	81035	COLEC12	Human	RFU
5459-33_3	SL010456	Cystatin-SN	CYTN	P01037	1469	CST1	Human	RFU
5460-60_3	SL004750	ATP-dependent RNA helicase DDX19B	DEAD-box protein 19B	Q9UMR2	11269	DDX19B	Human	RFU
5462-62_3	SL002086	Ficolin-3	Ficolin-3	O75636	8547	FCN3	Human	RFU
5463-22_3	SL000658	Growth arrest-specific protein 1	GAS1	P54826	2619	GAS1	Human	RFU
5464-52_3	SL003792	Growth factor receptor-bound protein 2	GRB2 adapter protein	P62993	2885	GRB2	Human	RFU
5465-32_3	SL014129	Heparan-sulfate 6-O-sulfotransferase 1	H6ST1	O60243	9394	HS6ST1	Human	RFU
5467-15_3	SL000454	Heat shock protein HSP 90-beta	HSP 90b	P08238	3326	HSP90AB1	Human	RFU
5468-67_3	SL011068	Interleukin-17 receptor C	IL-17 RC	Q8NAC3	84818	IL17RC	Human	RFU
5470-69_2	SL010328	Mediator of RNA polymerase II transcription subunit 1	MED-1	Q15648	5469	MED1	Human	RFU
5475-10_3	SL000553	Protein kinase C beta type (splice variant beta-II)	PKC-B-II	P05771	5579	PRKCB	Human	RFU
5476-66_3	SL000556	Protein kinase C gamma type	PKC-G	P05129	5582	PRKCG	Human	RFU
5478-50_2	SL000158	Glutamate carboxypeptidase 2	PSMA	Q04609	2346	FOLH1	Human	RFU
5480-49_3	SL000563	C-C motif chemokine 5	RANTES	P13501	6352	CCL5	Human	RFU
5481-16_3	SL013754	Ras GTPase-activating protein 1	RASA1	P20936	5921	RASA1	Human	RFU
5482-61_3	SL000566	Retinol-binding protein 4	RBP	P02753	5950	RBP4	Human	RFU
5483-1_3	SL010467	Repulsive guidance molecule A	RGMA	Q96B86	56963	RGMA	Human	RFU
5484-63_3	SL011588	40S ribosomal protein S3a	RS3A	P61247	6189	RPS3A	Human	RFU
5486-73_3	SL003177	Intercellular adhesion molecule 2	sICAM-2	P13598	3384	ICAM2	Human	RFU
5487-7_3	SL016928	SLAM family member 7	SLAF7	Q9NQ25	57823	SLAMF7	Human	RFU
5488-74_3	SL010516	Proto-oncogene tyrosine-protein kinase Src	SRCN1	P12931	6714	SRC	Human	RFU
5489-18_3	SL010250	Stress-induced-phosphoprotein 1	Stress-induced-phosphoprotein 1	P31948	10963	STIP1	Human	RFU
5490-53_3	SL010384	Testican-1	Testican-1	Q08629	6695	SPOCK1	Human	RFU
5491-12_3	SL010471	Testican-2	Testican-2	Q92563	9806	SPOCK2	Human	RFU
5493-17_3	SL010524	Serine/threonine-protein kinase WNK3	WNK3	Q9BYP7	65267	WNK3	Human	RFU
5494-52_3	SL009790	Small nuclear ribonucleoprotein F	RUXF	P62306	6636	SNRPF	Human	RFU
5508-62_3	SL000344	Cathepsin D	Cathepsin D	P07339	1509	CTSD	Human	RFU
5509-7_3	SL000084	Epidermal growth factor	EGF	P01133	1950	EGF	Human	RFU
5526-53_3	SL004859	Tumor necrosis factor receptor superfamily member 18	GITR	Q9Y5U5	8784	TNFRSF18	Human	RFU
5532-53_3	SL003060	Fibroblast growth factor receptor 1	bFGF-R	P11362	2260	FGFR1	Human	RFU
5534-49_2	SL004157	Tumor necrosis factor receptor superfamily member 10B	TRAIL R2	O14763	8795	TNFRSF10B	Human	RFU
5542-22_2	SL006397	Neuropilin-1	NRP1	O14786	8829	NRP1	Human	RFU
5792-8_2	SL000011	alpha-Fetoprotein	AFP	P02771	174	AFP	Human	RFU
5798-3_3	SL003704	BH3-interacting domain death agonist	BID	P55957	637	BID	Human	RFU
5801-72_3	SL000305	beta-nerve growth factor	b-NGF	P01138	4803	NGF	Human	RFU
5803-24_3	SL003362	Complement C3d fragment	C3d	P01024	718	C3	Human	RFU
5807-77_3	SL007195	CD70 antigen	CD70	P32970	970	CD70	Human	RFU
5810-25_3	SL005155	Teratocarcinoma-derived growth factor 1	Cripto	P13385	6997	TDGF1	Human	RFU
5813-58_3	SL000408	Erythropoietin	Epo	P01588	2056	EPO	Human	RFU
5822-22_3	SL004248	Glial cell line-derived neurotrophic factor	GDNF	P39905	2668	GDNF	Human	RFU
5825-49_3	SL000458	Interferon gamma receptor 1	IFN-g R1	P15260	3459	IFNGR1	Human	RFU
5834-18_3	SL000485	Interleukin-9	IL-9	P15248	3578	IL9	Human	RFU
5837-49_3	SL004714	Leukemia inhibitory factor receptor	LIF sR	P42702	3977	LIFR	Human	RFU
5843-60_3	SL003542	Histone-lysine N-methyltransferase EHMT2	NG36	Q96KQ7	10919	EHMT2	Human	RFU
5846-24_3	SL004683	Noggin	Noggin	Q13253	9241	NOG	Human	RFU
5852-6_3	SL004783	Protein S100-A12	S100A12	P80511	6283	S100A12	Human	RFU
5854-60_3	SL004230	Microtubule-associated protein tau	tau	P10636	4137	MAPT	Human	RFU
5858-6_5	SL005688	14-3-3 protein zeta/delta	14-3-3 protein zeta/delta	P63104	7534	YWHAZ	Human	RFU
5861-78_3	SL008466	3-hydroxyanthranilate 3,4-dioxygenase	3HAO	P46952	23498	HAAO	Human	RFU
5864-10_3	SL004910	Fructose-bisphosphate aldolase A	aldolase A	P04075	226	ALDOA	Human	RFU
5867-60_3	SL008008	Arginase-1	ARGI1	P05089	383	ARG1	Human	RFU
5870-23_2	SL003700	Bcl2-associated agonist of cell death	BAD	Q92934	572	BAD	Human	RFU
5879-51_3	SL009207	Dynactin subunit 2	Dynactin subunit 2	Q13561	10540	DCTN2	Human	RFU
5882-34_2	SL005685	Elongation factor 1-beta	EF-1-beta	P24534	1933	EEF1B2	Human	RFU
5885-55_3	SL004924	Eukaryotic translation initiation factor 4H	eIF-4H	Q15056	7458	EIF4H	Human	RFU
5888-29_3	SL005687	Eukaryotic translation initiation factor 5A-1	eIF-5A-1	P63241	1984	EIF5A	Human	RFU
5897-58_3	SL002071	Gastrin-releasing peptide	Gastrin-releasing peptide	P07492	2922	GRP	Human	RFU
5900-11_2	SL009431	Histidine triad nucleotide-binding protein 1	HINT1	P49773	3094	HINT1	Human	RFU
5903-91_2	SL004899	Heat shock cognate 71 kDa protein	HSP70 protein 8	P11142	3312	HSPA8	Human	RFU
5909-51_3	SL003687	Nucleoside diphosphate kinase A	Nucleoside diphosphate kinase A	P15531	4830	NME1	Human	RFU
5915-58_3	SL012148	Peroxisomal targeting signal 1 receptor	PEX5	P50542	5830	PEX5	Human	RFU
5918-5_3	SL008176	Proteasome activator complex subunit 1	PSME1	Q06323	5720	PSME1	Human	RFU
5921-58_3	SL004829	Protein S100-A7	S100A7	P31151	6278	S100A7	Human	RFU
5927-4_3	SL004690	WNT1-inducible-signaling pathway protein 3	WISP-3	O95389	8838	WISP3	Human	RFU
5934-1_3	SL000420	Ferritin	Ferritin	P02794 P02792	2495 2512	FTH1 FTL	Human	RFU
5936-53_3	SL002517	Tumor necrosis factor	TNF-a	P01375	7124	TNF	Human	RFU
5939-42_3	SL004365	Tumor necrosis factor ligand superfamily member 12	TWEAK	O43508	8742	TNFSF12	Human	RFU
5947-90_3	SL000598	Thrombopoietin	Tpo	P40225	7066	THPO	Human	RFU
5954-62_3	SL003970	Parathyroid hormone	PTH	P01270	5741	PTH	Human	RFU
5957-30_3	SL011510	Somatostatin-28	Somatostatin-28	P61278	6750	SST	Human	RFU
6151-18_3	SL007242	Dual specificity mitogen-activated protein kinase kinase 3	MP2K3	P46734	5606	MAP2K3	Human	RFU
6152-111_3	SL000074	Cellular tumor antigen p53	p53	P04637	7157	TP53	Human	RFU
6641-60_3	SL017289	PolyUbiquitin K48-linked	PolyUbiquitin K48	P0CG47	7314	UBB	Human	RFU
6647-55_3	SL017290	PolyUbiquitin K63-linked	PolyUbiquitin K63	P0CG48	7316	UBC	Human	RFU
6649-51_3	SL012395	Netrin-1	NET1	O95631	9423	NTN1	Human	RFU
6653-58_3	SL004838	Leukocyte surface antigen CD47	CD47	Q08722	961	CD47	Human	RFU
7624-19_3	SL014896	Ankyrin-2	ANK2	Q01484	287	ANK2	Human	RFU
7625-27_3	SL008071	14-3-3 protein theta	14-3-3 protein theta	P27348	10971	YWHAQ	Human	RFU
7628-40_3	SL012774	Cysteine-rich with EGF-like domain protein 1	CREL1	Q96HD1	78987	CRELD1	Human	RFU
7638-30_3	SL005403	Vesicular integral-membrane protein VIP36	Lectin, mannose-binding 2	Q12907	10960	LMAN2	Human	RFU
7640-29_3	SL013872	Low-density lipoprotein receptor-related protein 1B	LRP1B	Q9NZR2	53353	LRP1B	Human	RFU
7648-9_3	SL017328	Myosin-binding protein C, slow-type	MYPC1	Q00872	4604	MYBPC1	Human	RFU
7655-11_3	SL002785	N-terminal pro-BNP	N-terminal pro-BNP	P16860	4879	NPPB	Human	RFU
7660-21_3	SL003646	Tropomyosin alpha-4 chain	Tropomyosin 4	P67936	7171	TPM4	Human	RFU
8446-4_3	SL011508	Pituitary adenylate cyclase-activating polypeptide 27	PACAP-27	P18509	116	ADCYAP1	Human	RFU
8447-11_3	SL004269	Appetite-regulating hormone	ghrelin	Q9UBU3	51738	GHRL	Human	RFU
8450-36_3	SL011498	Pituitary adenylate cyclase-activating polypeptide 38	PACAP-38	P18509	116	ADCYAP1	Human	RFU
8458-111_3	SL005266	Alpha-synuclein	a-Synuclein	P37840	6622	SNCA	Human	RFU
8459-10_3	SL003993	Bone morphogenetic protein 6	BMP-6	P22004	654	BMP6	Human	RFU
8462-18_3	SL000442	Somatotropin	HGH	P01241	2688	GH1	Human	RFU
8463-2_3	SL003672	Extracellular superoxide dismutase [Cu-Zn]	SOD3	P08294	6649	SOD3	Human	RFU
8464-31_3	SL012517	R-spondin-4	RSPO4	Q2I0M5	343637	RSPO4	Human	RFU
8465-52_3	SL000346	Cathepsin H	Cathepsin H	P09668	1512	CTSH	Human	RFU
8467-9_3	SL004837	Inhibin beta A chain:Inhibin beta B chain heterodimer	Activin AB	P08476 P09529	3624 3625	INHBA INHBB	Human	RFU
8468-19_3	SL000062	Prostate-specific antigen	PSA	P07288	354	KLK3	Human	RFU
8469-41_3	SL000466	Insulin-like growth factor-binding protein 2	IGFBP-2	P18065	3485	IGFBP2	Human	RFU
8470-213_3	SL017528	Ribonuclease H1	RNase H1	O60930	246243	RNASEH1	Human	RFU
8474-6_3	SL006114	Tyrosine-protein kinase transmembrane receptor ROR1	ROR1	Q01973	4919	ROR1	Human	RFU
8476-11_3	SL002762	Chromogranin-A	CgA	P10645	1113	CHGA	Human	RFU
8479-4_3	SL000645	Stromelysin-2	MMP-10	P09238	4319	MMP10	Human	RFU
8480-29_3	SL006527	EGF-containing fibulin-like extracellular matrix protein 1	FBLN3	Q12805	2202	EFEMP1	Human	RFU
8484-24_3	SL000498	Leptin	Leptin	P41159	3952	LEP	Human	RFU
8485-7_3	SL017529	Kelch-like ECH-associated protein 1	KEAP1	Q14145	9817	KEAP1	Human	RFU
8488-33_3	SL000542	Integrin alpha-IIb: beta-3 complex	gpIIbIIIa	P08514 P05106	3674  3690	ITGA2B ITGB3	Human	RFU
9168-31_3	SL003170	C-C motif chemokine 26	Eotaxin-3	Q9Y258	10344	CCL26	Human	RFU
9169-14_3	SL018938	Small ubiquitin-related modifier 3	SUMO3	P55854	6613	SUMO3	Human	RFU
9170-24_3	SL001713	Interleukin-17A	IL-17	Q16552	3605	IL17A	Human	RFU
9171-11_3	SL016969	Cysteine and glycine-rich protein 3	CSRP3	P50461	8048	CSRP3	Human	RFU
9172-69_3	SL000526	Neutrophil collagenase	MMP-8	P22894	4317	MMP8	Human	RFU
9173-21_3	SL008094	Phosphoglucomutase-1	PGM1	P36871	5236	PGM1	Human	RFU
9175-48_3	SL018891	Down syndrome cell adhesion molecule	DSCAM	O60469	1826	DSCAM	Human	RFU
9176-3_3	SL000001	Mucin-1	MUC1	P15941	4582	MUC1	Human	RFU
9177-6_3	SL007306	Protein FAM3B	FAM3B	P58499	54097	FAM3B	Human	RFU
9178-30_3	SL004297	Neuregulin-1	NEUREGULIN-1	Q02297	3084	NRG1	Human	RFU
9180-6_3	SL007217	Interferon gamma receptor 2	INGR2	P38484	3460	IFNGR2	Human	RFU
9182-3_3	SL004733	Low-density lipoprotein receptor-related protein 1, soluble	sLRP1	Q07954	4035	LRP1	Human	RFU
9183-7_3	SL004475	Interferon alpha/beta receptor 1	IFN-a/b R1	P17181	3454	IFNAR1	Human	RFU
9185-15_3	SL008591	Trefoil factor 1	TFF1	P04155	7031	TFF1	Human	RFU
9187-2_3	SL013165	Non-histone chromosomal protein HMG-14	HMGN1	P05114	3150	HMGN1	Human	RFU
9188-119_3	SL003188	C-X-C motif chemokine 9	MIG	Q07325	4283	CXCL9	Human	RFU
